word,mean,check
subsidize,v.  给补助金 / 津贴 / 奖金,
subsidy,n. 补贴；津贴；补助金,
substance,n. 物质； 实质； 大意， 要旨； 根据， 理由,
substantial,adj.  实质的， 真实的； 坚固的， 结实的； 富裕的， 可观的,
substitute,n. 代用品， 代替品 vt. 代替， 替换,
subtle,adj.  细微的， 微妙的； 精巧的， 巧妙的； 狡猾的； 敏锐的,
subtract,"v. (～ from)减去, 减",
subtraction,n. [数] 减法；减少；差集,
suburb,n. 郊区， 郊外， 近郊,
suburban,"adj. 郊外的, 偏远的",
subway,n. 地铁；地道 vi. 乘地铁,
succeed,v.  成功； 接着发生； 接在…后面； 接替， 继承,
succeeding,adj. 以后的， 随后的,
success,n.  成就， 成功； 成功的事物， 取得成就的人,
successful,adj. 圆满的；顺利的；成功的,
succession,n. 连续； 一连串； 接替， 继任， 继承,
successive,adj.  接替的， 继承的； 接连的， 连续的,
successively,adv. 接连着地，继续地,
successor,n. 接替的人或事物， 继任者,
such,adv. 那么，如此 pron.   人， 事物 adj. 这样的，那样的,
suck,v. 吸吮；吸取 n. 吮吸,
sudden,adj. 突然的，意外的；快速的 n. 突然发生的事,
sue,v. 控告；请求 n. (Sue)人名；(日)末(名)；(法)休；(英)休(女子教名Susan、Susanna的昵称),
suffer,v. 遭受；忍受；经历 n. (Suffer)人名；(意)苏费尔,
suffering,n. 受难；苦楚 adj. 受苦的；患病的 v. 受苦；蒙受（suffer的ing形式）,
suffice,v. 使满足；足够…用；合格,
sufficient,"adj. (for)足够的,充分的(比enough拘谨、正式)",
sugar,n. 糖；食糖；甜言蜜语 v. 加糖于；粉饰,
suggest,v. 提议，建议；启发；使人想起；显示；暗示,
suggestion,n. 建议， 意见； 细微的迹象； 暗示,
suicide,n. 自杀；自杀行为；自杀者 adj. 自杀的 vt. 自杀 vi. 自杀,
suit,v. 适合；使适应 n. 诉讼；恳求；套装，西装；一套外衣,
suitable,adj.  适当的， 相配的； 合适的， 适宜的,
suitcase,n. [轻] 手提箱；衣箱,
suite,n. （一套）家具；套房；组曲；（一批）随员，随从,
sulfur,v. 用硫磺处理 n. 硫磺；硫磺色,
sullen,adj. 绷着脸不高兴的,
sulphur,n. 硫（磺），硫黄,
sum,v.  共计， 合计， 总计 n. 和，总数；金额，数额；算术,
summarise,v. 概括， 总结,
summarize,"v. (summarise)概括,总结",
summary,adj. 概括的， 概要的； 实时的， 即决的 n. 摘要，概要，一览,
summer,n. 夏天，夏季 adj. 夏季的,
summit,n.  最高点， 峰顶， 极点； 峰会,
summon,vt. 召唤； 召集；【律】传讯， 传唤；使出； 鼓起， 振作,
sun,n. 太阳 v. 使晒,
sunburnt,adj. 晒黑的；有晒斑的；日炙的 v. 晒黑（sunburn的过去式和过去分词）,
sunday,n. 星期日；礼拜日,
sunglasses,n. 太阳镜；凸透镜（sunglass的复数）,
sunlight,n. 日光， 阳光,
sunny,adj. 阳光充足的，和煦的；快活的；性情开朗的,
sunrise,n. 日出； 朝霞,
sunset,n.  日落， 傍晚,
sunshine,n. 阳光；愉快；晴天；快活,
super,adj. 特级的；极好的 n. 特级品，特大号；临时雇员,
superb,adj. 极好的；华丽的；宏伟的 n. (Superb)人名；(罗)苏佩尔布,
superficial,adj. 表面的；肤浅的 ；表面文章的；外表的；（人）浅薄的,
superfluous,adj.  多余的， 过剩的， 过量的； 不必要的,
superintendent,n.  主管， 负责人； 指挥者， 管理者； 警长,
superior,adj. 上级的；优秀的，出众的；高傲的 n. 上级，长官；优胜者，高手；长者,
superiority,n. 优越性， 优势 <,
superman,n. 超人，能力非凡的,
supermarket,n. 超级市场；自助售货商店,
supersonic,adj. 超音速的，超声波的 n.  超音速， 超声波,
superstition,n. 迷信， 迷信行为； 盲目的恐惧,
supervise,v. 监督， 管理， 指导,
supervision,"n. 监督, 管理",
supervisor,n. 管理人；监督人,
supper,n. 晚餐，晚饭；夜宵,
supplement,n.  补充， 增补； 增刊； 补遗， 附录 vt.  补充， 增补,
supplementary,adj. 补充的；追加的 n. 补充者；增补物,
supply,v.  供给， 供应； 满足， 弥补 n. 供给，供应；存货，必需品,
support,v. 支持，支撑，支援；扶持，帮助；赡养，供养 n. 支持，维持；支援，供养；支持者，支撑物,
suppose,v. 假设；认为；让（虚拟语气）；推想 conj. 假使…结果会怎样,
suppress,vt.  抑制， 阻止； 镇压， 压制； 禁止发表， 查禁； 阻止…的生长,
supreme,adj. 最高的；至高的；最重要的 n. 至高；霸权,
sure,adj. 确信的；可靠的；必定的 adv. 当然；的确 n. (Sure)人名；(英)休尔,
surf,v.  冲浪； 冲浪， 浏览 n. 拍岸浪花；拍岸涛声；拍岸碎浪,
surface,n. 表面；表层；外观 adj. 表面的，肤浅的 v. 浮出水面,
surge,vi. 汹涌， 奔腾， 波动； 蜂拥而出 n. 洋溢， 奔放；急剧上升， 猛增；浪涛般汹涌奔腾 A,
surgeon,n.外科医师；军医，船上的医生,
surgery,n. 外科， 外科学； 外科手术治疗；手术室， 诊疗室,
surgical,adj. 手术的,
surpass,vt. 超过， 优于， 多于； 超过…的界限， 非…所能办到,
surplus,n. 剩余；[贸易] 顺差；盈余；过剩 adj. 剩余的；过剩的,
surprise,n. 惊奇，诧异；突然袭击 v. 使惊奇；奇袭 adj. 令人惊讶的,
surrender,v. 投降；放弃，交出 n.  投降； 屈服， 屈从； 放弃,
surround,v. 围绕；包围 n. 围绕物 adj. 环绕立体声的,
surrounding,adj. 周围的，附近的 n. 环境，周围的事物,
surroundings,n. 周围的事物， 环境,
survey,v.  调查， 检视； 测量， 勘测； 全面审视， 概括论述； 俯瞰， 眺望； 调查， 检视； 测量， 勘测； 全面审视， 概括论述； 俯瞰， 眺望,
survival,n. 幸存， 生存；幸存者； 残存物,
survive,vi. 活下来，继续存在；幸免于 vt. 从中挺过来； 从…逃出； 比…活得长,
survivor,"n. 生还者, 残存物",
susceptible,adj.  易受感染的； 易受影响的； 过敏的； 感情丰富的； 能经受…的， 容许…的,
suspect,adj. 可疑的， 不信任的 vt. 疑有；推测；对…表示怀疑 n. 嫌疑犯，可疑分子,
suspend,vt.  吊， 悬挂； 暂缓， 暂停， 中止,
suspension,n. 暂停， 中止； 暂令停止参加， 暂时剥夺； 悬架， 悬置机构； 悬浮液； 悬， 挂， 吊,
suspicion,n. 怀疑；嫌疑；疑心；一点儿 vt. 怀疑,
suspicious,adj.  可疑的， 令人怀疑的； 不信任的， 猜疑的， 多疑的,
sustain,vt. 保持， 使持续下去； 供养， 维持； 支持， 支撑； 经受， 遭受,
sustainable,adj.  不破坏生态平衡的， 可持续的； 足可支撑的； 可忍受的,
swallow,v. 吞，咽；吞没，侵吞；轻信，轻易接受；默默忍受；使不流露，抑制 n.  燕子； 吞， 咽,
swamp,n. 沼泽地，湿地 vt.  使陷入， 淹没； 使应接不暇， 使疲于应对,
swan,n. 天鹅；天鹅星座 v. 游荡，闲荡,
swap,v. 交换，掉换 n.  交换， 掉换； 交换物， 被调换者,
swarm,vi. 云集 v.  密集， 云集； 成群地飞行 n. 群，一大群,
sway,v. 摇，摇动；动摇 n. 摇摆， 摇动； 起支配作用的影响,
swear,vi. 诅咒， 骂人 v. 宣誓， 发誓,
sweat,v. 使出汗；流出；使干苦活；剥削；藉出汗减轻；焦急地期待 n. 汗；水珠；焦急；苦差使,
sweater,n. 毛线衣，运动衫；大量出汗的人，发汗剂,
sweep,v.  [swept-swept] 扫， 打扫， 拂； 扫过， 掠过，,
sweet,adj.  甜的； 和蔼的， 温柔的； 可爱的， 讨人喜欢的； 芳香的， 悦耳的， 悦目的,
sweeten,v. 使变甜，变甜,
sweetness,n. 甜蜜，芬芳；愉悦，美好,
swell,vi. 膨胀，隆起；增长，增强，增多，扩大 n. 波浪起伏； 鼓起， 隆起； 增强,
swift,n. 褐雨燕 adj. 快的；迅速的；敏捷的；立刻的 adv. 迅速地,
swim,v. 游泳；漂浮；浸；眩晕 n. 游泳；漂浮；眩晕 adj. 游泳时穿戴的,
swimming,n. 游泳；目眩 adj. 游泳的；游泳用的；善于游泳的；晕眩的 v. 游泳；漂浮；旋转（swim的ing形式）,
swing,n. 摇摆；摆动；秋千；音律；涨落 v. 摇摆；转向；悬挂；大摇大摆地行走 adj. 旋转的；悬挂的；强节奏爵士音乐的,
switch,v.  转变， 改变； 交换， 掉换 n. 开关，电闸；转换，改变；枝条，鞭子,
sword,n. 刀，剑；武力，战争,
symbol,n.  符号， 标志； 象征,
symbolic,adj. 符号的； 象征性的,
symbolize,v.  象征， 作为…的象征,
symmetrical,adj.  对称的， 均匀的,
symmetry,n.  对称  ； 匀称， 整齐,
sympathetic,adj. 同情的；交感神经的；共鸣的；赞同的；和谐的；合意的 n. 交感神经；容易感受的人,
sympathise,vi. 同情， 体谅； 共鸣， 同感,
sympathize,"v. (sympathise)(with)同情;共鸣,同感",
sympathy,n.  同情， 同情心； 赞同， 支持,
symphony,n.  交响乐， 交响曲； 和谐， 协调,
symposium,n. 讨论会，座谈会；专题论文集；酒宴，宴会,
symptom,"n. (疾病的)症状；(不好事情的)征兆,表征",
syndrome,n. [临床] 综合症状；并发症状；校验子；并发位,
synthesis,n. 综合，综合物；（化学或生物学物质的）合成；（用电子方式对声音、语音或音乐的）合成,
synthetic,adj. 综合的；合成的，人造的 n. 合成物,
system,n. 系统； 制度， 体制； 方法， 做法； 身体,
systematic,adj. 系统的；体系的；有系统的；[图情] 分类的；一贯的，惯常的,
systematical,adj. 有系统的， 有计划的,
systematically,"adv. 有系统地, 有条理地",
table,n. 桌子；表格；平地层 v. 制表；搁置；嵌合 adj. 桌子的,
tablet,n. 碑；药片；写字板；小块；平板电脑 vt. 用碑牌纪念；将(备忘录等)写在板上；将…制成小片或小块,
taboo,adj.  忌讳的 n. 禁忌，忌讳；禁止，避讳,
tabulate,adj. 平板状的；有平面的 v. 使成平面；把…制成表格,
tack,n. 平头钉，大头钉；行动方向，方针 vt. 用平头钉钉； 附加， 增补,
tackle,vt. 对付，处理；与…交涉；阻截，擒抱 n. 阻截， 擒抱； 用具， 钓具； 辘轳， 滑车,
tact,n. 机智；老练；圆滑；鉴赏力,
tactic,n.(达到目的的)手段；战术,
tactics,n. 策略， 战术,
tag,n. 标签；名称；结束语；附属物 v. 尾随，紧随；连接；起浑名；添饰,
tail,n. 尾巴；踪迹；辫子；燕尾服 v. 尾随；装上尾巴 adj. 从后面而来的；尾部的,
tailor,n. 裁缝 v. 专门制作；订做,
take,v. 拿，取；采取；接受（礼物等）；买，花费；耗费（时间等） n. 捕获量；看法；利益，盈益；（入场券的）售得金额,
takeoff,n. 起飞,
tale,n. 故事；传说；叙述；流言蜚语,
talent,n.  天赋； 才干； 人才,
talented,adj.  有才能的， 有才干的； 天才的,
talk,v. 谈话，议论 n.  谈话， 会谈； 演讲,
tall,adj. 高的；长的；过分的；夸大的 adv. 夸大地 n. (Tall)人名；(马里、阿拉伯)塔勒；(芬、罗、瑞典)塔尔；(英)托尔；(土)塔勒,
tame,adj. 驯服的；平淡的；乏味的；顺从的 v. 驯养；使变得平淡；制服 n. (Tame)人名；(捷)塔梅,
tan,n. （日晒后皮肤的）黝黑色；棕褐色；鞣料；马戏团 v. 鞣（革）；晒成褐色 adj. 黄褐色的；鞣皮的,
tangle,v. 缠结，乱作一团 n. 乱糟糟的一堆， 混乱； 复杂的问题； 困惑,
tangled,adj. 纠缠的；复杂的,
tank,n. 坦克；水槽；池塘 v. 把…贮放在柜内；打败,
tanker,n. 油轮；运油飞机；油槽车；坦克手,
tap,v. 轻敲；轻打；装上嘴子 n. 水龙头；轻打,
tape,n. 胶带；磁带；带子；卷尺 v. 录音；用带子捆扎；用胶布把…封住,
taper,n.细蜡烛；v.(长形物体的)逐渐变细,
tar,n. 焦油；柏油；水手 v. 涂以焦油；玷污,
target,n. 目标；靶子 v. 把……作为目标；规定……的指标；瞄准某物,
tariff,n. 关税表；收费表 v. 定税率；征收关税,
task,v. 分派任务 n. 工作，作业；任务,
taste,v.  有…味道； 品尝； 体验， 感受 n. 滋味；味觉，口味；鉴赏力；兴趣，爱好,
tasteless,adj. 无味的；无鉴赏力的,
tasty,adj. 美味的；高雅的；有趣的 n. 可口的东西；引人入胜的东西,
tax,n. 税，税款；负担 vt. 对…征税； 使负担重， 使费尽力气,
taxi,v. 乘出租车；滑行 n. 出租汽车,
taxpayer,n.  纳税人,
tea,n. 茶叶；茶树；茶点 vt. 给…沏茶 vi. 喝茶；进茶点,
teach,v.  [taught-taught] 教， 讲授； 教导， 教训,
teacher,n. 教师；导师,
team,v.  合作；　结成一队 n. 队，组,
teamwork,n. 团队合作；协力,
teapot,n. 茶壶,
tear,v.   扯破， 撕开 n.  眼泪,
tease,v. 取笑；戏弄；梳理；欺负；强求；使起毛 n. 戏弄；爱纠缠的小孩；挑逗者；卖弄风骚的女孩,
technical,adj. 工艺的，科技的；技术上的；专门的,
technician,n. 技师，技术员；技巧纯熟的人,
technique,n. 技巧，手艺，工艺；技能，技术,
technology,n.  工艺， 科技， 技术,
tedious,adj. 乏味的， 单调的， 冗长的； 使人厌烦的,
teen,adj.  青少年的 n. 少年男女，青少年,
teenager,n. 十几岁的青少年；十三岁到十九岁的少年,
telecommunications,n. 通信， 电信,
telegram,n. 电报 vt. 用电报发送 vi. 发电报,
telegraph,n. [通信] 电报机，电报 v. 电汇；流露出；打电报给…,
telephone,n. （美）电话；电话机；电话耳机 v. 打电话,
telescope,v. 压缩；使套叠 n. 望远镜；缩叠式旅行袋,
television,n. 电视，电视机；电视业,
telex,n. 电传，用户电报,
tell,v. 告诉，说；辨别；吩咐；断定 n. (Tell)人名；(英、德、瑞典)特尔；(罗、意)泰尔；(阿拉伯)塔勒,
temper,n. 脾气；（钢等）回火；性情；倾向 v. 使回火；锻炼；调和；使缓和,
temperament,n. 气质，性情，性格；急躁,
temperature,n.  温度； 体温； 热度， 发烧,
temple,n. 庙宇， 神殿， 寺；太阳穴,
tempo,n.(动作、生活的)步调，速度；(乐曲的)拍子,
temporary,adj. 暂时的，临时的 n. 临时工，临时雇员,
tempt,vt. 吸引， 引起…的兴趣； 引诱， 诱惑,
temptation,n. 引诱，诱惑；诱惑物,
tempting,adj. 诱人的，吸引人的,
ten,num. 十个，十 n. (Ten)人名；(英)坦恩；(意)泰恩；(柬)登,
tenant,n. 承租人；房客；佃户；居住者 v. 租借（常用于被动语态）,
tend,vi. 照管， 照料， 护理 vt. 易于，往往会；趋向，倾向,
tendency,n.  [C] 倾向， 趋势,
tender,adj. 温柔的；柔软的；脆弱的；幼稚的；难对付的 n. 偿付，清偿；看管人；小船 v. 提供，偿还；使…变嫩；使…变柔软,
tennis,n.  网球,
tense,adj. 紧张的；拉紧的，绷紧的 v. 拉紧，绷紧 n.  时态,
tensile,adj. 张力的；能伸长的,
tension,n. 张力，拉力；紧张，不安；电压 vt. 使紧张；使拉紧,
tent,n. 帐篷；住处；帷幕 v. 用帐篷遮盖；使在帐篷里住宿,
tentative,adj.  试验性的； 不确定的， 暂定的； 犹豫的,
tenth,num. 第十；十分之一 adj. 十分之一的；第十个的,
term,n. 术语；学期；期限；条款；(代数式等的)项 v. 把…叫做,
terminal,adj. 末端的 n. 〔飞机、公共汽车、轮船客运或货物运输的〕集散站，终点站,
terminate,v. 使终止；使结束；解雇 adj. 结束的,
terminology,n.  专门用语， 术语； 术语学,
terrace,"n. 平台,阳台 v. 使成梯形地",
terrain,n.  地势， 地形； 地带,
terrible,adj.  极度的， 厉害的； 可怕的， 骇人的； 很糟的， 极坏的,
terribly,adv. 可怕地，非常,
terrific,adj.  极好的； 非常的， 极度的； 可怕的,
terrify,vt.  使人感到害怕， 使恐惧,
territory,n.  领土， 版图； 领域， 地盘,
terror,n. 恐怖；恐怖行动；恐怖时期；可怕的人,
terrorist,n.  恐怖主义者,
test,n&vt.  测试， 考查， 试验,
testify,vi. 作证，证明；表明，说明 vt. 作证， 证明,
testimony,n.  证据， 证词； 表明， 说明,
text,n. [计] 文本；课文；主题 v. 发短信,
textbook,"n. 教科书, 课本",
textile,adj. 纺织的 n. 纺织品；纺织业,
texture,n. 质地；纹理；结构；本质，实质,
